Operateur;x;y;2G;3G;4G
20815;47.690833172781375;-2.9505507751323266;0;1;0
20810;47.690833172781375;-2.9505507751323266;1;1;1
20815;47.960871075949484;-2.9766713593009446;0;1;1
20820;48.22602814029423;-3.0046964837648575;1;1;1
20810;48.22602814029423;-3.0046964837648575;1;1;1
20810;48.536581282898624;-3.0379994609314873;1;1;1
20815;48.21166685713302;-2.9999945698383073;0;1;1
20801;48.217607080297434;-2.9971065544313613;1;1;1
20810;48.06526697296161;-2.978343888820008;1;1;1
20820;48.06527662656674;-2.9783315177027334;1;1;1
20810;48.13610184092195;-2.984510637662795;1;1;1
20820;48.13578825426069;-2.9841110595304428;1;1;1
20820;48.74610755331055;-3.0517141146120843;1;1;1
20801;48.550674474318434;-3.0267978446834083;1;0;0
20801;48.78400753919222;-3.0530332820804884;1;1;0
20801;48.05485488098147;-2.9663971136862783;1;1;0
20820;48.79675792425777;-3.0492044903833126;1;1;0
20820;47.89758558426137;-2.9450819845634344;1;1;1
20810;47.89763045515284;-2.945087017699834;1;1;1
20815;47.89759523538435;-2.9450696464667776;0;1;1
20801;47.89803276530214;-2.94498451650838;1;1;0
20810;48.79976518843599;-3.0475331127278675;0;1;1
20815;48.79972172818367;-3.0475007563489362;0;1;1
20810;48.77563595625054;-3.0446906447752493;1;1;0
20801;48.77582564970609;-3.044685363166744;1;1;1
20820;48.799832732360926;-3.0470903751926364;1;1;1
20801;48.04985175944128;-2.9605964850822026;1;1;1
20820;48.53277574431441;-3.0136250598117784;1;1;0
20801;48.07206221558417;-2.9605713925890367;1;1;1
20815;48.7591700816585;-3.038892064923615;0;1;1
20801;48.75886170957653;-3.038747179346536;1;1;1
20801;47.55392671179263;-2.90211944769575;1;1;1
20801;48.04329498710978;-2.956600217342851;1;1;0
20801;47.62428268020204;-2.909164883998488;1;1;1
20810;47.622542786316544;-2.904846469289587;1;1;1
20820;47.62254345879102;-2.9048331928184967;1;1;1
20815;47.622412182691555;-2.90475189057235;0;1;1
20820;47.737009840948424;-2.9171709779501676;1;1;1
20815;47.737369524526315;-2.917197628843105;0;1;1
20810;47.737369524526315;-2.917197628843105;1;1;1
20810;47.543699661555735;-2.8953492572255404;1;1;1
20820;47.5438832166913;-2.895289547221549;1;1;1
20801;47.54387264950438;-2.8951417363991645;1;1;1
20810;48.76302196282399;-3.0326528382917823;0;1;1
20820;48.76314678060368;-3.0325035596747885;1;1;1
20801;48.76318402436668;-3.0324805834346353;1;1;0
20801;48.06636431560623;-2.952267697357968;1;1;0
20801;47.75341217309505;-2.9160525556173646;1;1;0
20801;48.70460424788364;-3.02269374578219;1;1;0
20801;48.80109125008569;-3.033814397140038;1;1;1
20801;47.54807569559141;-2.891819708120414;1;1;0
20810;48.03670813013172;-2.9451738810741155;1;1;1
20820;48.03666241236382;-2.945007268195118;1;1;1
20810;48.80664223624451;-3.032313883430305;1;1;0
20820;48.19443633030787;-2.9611194890102244;1;1;1
20810;48.19443633030787;-2.9611194890102244;1;1;1
20815;47.66555609060638;-2.8988874632555763;0;1;1
20810;47.66571270895186;-2.898824645621311;1;1;1
20820;47.666174502551065;-2.89879563941502;1;1;1
20801;47.666257164040466;-2.8957315752592607;1;1;0
20801;47.541330796276306;-2.8813305019616604;0;1;1
20820;48.641101669293626;-2.9872347543630906;1;1;0
20815;48.64111131971003;-2.987222248784493;0;1;1
20801;48.625100069775726;-2.983264616464893;0;1;1
20820;48.855065367433824;-3.004826318002184;1;1;1
20810;48.85544805489718;-3.004569808055671;1;1;0
20810;47.663852281005276;-2.868956962938127;0;1;1
20820;47.66387357490797;-2.868892505706919;1;1;1
20801;48.22249002534823;-2.9292672693975708;1;1;0
20801;48.844035591995194;-2.999426209219126;1;1;0
20801;47.85861339455344;-2.885597013463451;1;1;0
20820;47.858606430252976;-2.8855560105620617;1;1;1
20810;47.858606430252976;-2.8855560105620617;0;0;1
20810;48.53871834865777;-2.9603880128010167;1;1;0
20810;48.75391796431759;-2.9849312513250603;1;1;1
20820;48.75379445258888;-2.9848761428058856;1;1;1
20815;48.538805184246364;-2.960275637728439;0;1;1
20801;48.53871616236096;-2.9602519147749384;1;1;0
20801;48.753841336727604;-2.984840603693806;1;1;1
20810;48.4468576588852;-2.9424731073602923;1;1;0
20820;47.51610568669476;-2.838060845311149;1;1;1
20801;47.51615057137519;-2.838065752758262;1;1;1
20810;47.51574993376074;-2.83795533202483;1;1;1
20801;47.59722503309044;-2.846289817145567;1;1;0
20801;47.650140621614305;-2.8452594995834697;1;1;1
20815;47.65000000715971;-2.84500363891721;0;1;1
20820;48.109754841831965;-2.8957586465507212;1;1;1
20810;48.109754841831965;-2.8957586465507212;1;1;1
20810;47.64360437974175;-2.837904558899952;1;1;0
20801;48.36338743082868;-2.917593732071937;1;1;1
20810;48.676848388889965;-2.953115019338511;1;1;0
20810;48.5599399966415;-2.937989994834281;1;1;0
20820;48.55994964252898;-2.937977499555708;1;1;0
20820;47.500673359139284;-2.813863958346865;1;1;1
20810;47.500673359139284;-2.813863958346865;0;1;1
20801;47.5006882958372;-2.8137457091546225;0;1;1
20820;48.069771361374144;-2.874830193880912;1;1;0
20810;48.069771361374144;-2.874830193880912;1;1;0
20801;48.06981795864455;-2.874619961198271;1;1;1
20801;47.62497594087052;-2.8252631825671735;1;1;0
20820;48.39416117031509;-2.910564235134285;1;1;1
20815;48.39417081456907;-2.9105517742186295;0;1;0
20810;47.62593974942147;-2.8253017960971065;1;1;0
20810;48.3942114099312;-2.9104615170044905;1;1;0
20820;47.62518435078492;-2.8248854470397537;1;1;1
20810;47.530883940971464;-2.807705383001116;1;1;0
20810;47.753867890803676;-2.831559552040215;0;0;1
20801;47.753905786635976;-2.8315235607174127;1;1;0
20820;47.754082305267964;-2.831422479723502;1;1;1
20801;47.88167218329358;-2.8430399842088043;1;1;0
20815;48.466846964275575;-2.90824727062277;0;1;1
20820;48.67811593433967;-2.9307987683489607;1;1;1
20810;47.51291062179837;-2.8012476894248395;1;1;1
20820;47.51306389592985;-2.80125101817395;1;1;1
20801;48.67824063379481;-2.9306494891101567;1;1;1
20820;47.90706845599985;-2.8411961579642315;1;1;1
20810;47.90706845599985;-2.8411961579642315;1;1;1
20801;47.702323354446726;-2.817847922585415;1;1;0
20810;47.7024101036998;-2.817737079142779;1;1;1
20820;47.70241142878678;-2.817710484233036;1;1;1
20815;47.70242106758313;-2.8176981682675786;0;1;1
20810;48.46750953013309;-2.901104972848791;1;1;0
20815;47.753877826660045;-2.8214029971589634;0;1;1
20810;47.75364909192452;-2.82128426620196;1;1;0
20801;47.485918807050176;-2.792098554085915;1;1;0
20810;47.48613254506916;-2.7919752539690372;1;1;0
20801;48.4867788749364;-2.902556048973417;0;0;0
20815;47.879435948730965;-2.8319544780191253;0;1;1
20801;47.89266102673973;-2.83259095131942;1;1;1
20820;47.87012676578216;-2.8286104412785713;1;1;1
20810;47.87012676578216;-2.8286104412785713;1;1;1
20801;47.881912632250746;-2.8298792286771093;1;1;1
20810;48.593557659537446;-2.9043847441938633;1;1;0
20820;47.52031462496859;-2.784331120439029;1;1;0
20801;47.52020253078951;-2.784225709356825;1;1;1
20815;47.5201762574757;-2.784209539208987;0;1;0
20801;47.9948754795366;-2.834784884630844;1;1;1
20820;47.99471593020195;-2.83472695659421;1;1;1
20810;47.99471593020195;-2.83472695659421;1;1;1
20815;47.99472556914454;-2.834714575805718;0;1;0
20820;48.535779517953664;-2.8947835847038554;1;1;0
20801;47.85970670096945;-2.819473364461618;1;1;0
20801;47.68261729346015;-2.798159342159522;1;1;0
20810;47.66579587702555;-2.7963141661343665;0;1;1
20801;47.66502943394381;-2.795936804606369;1;1;0
20801;47.916122719763116;-2.817360142377762;1;1;0
20820;48.23709623205297;-2.8519676172487753;1;1;0
20810;48.23709623205297;-2.8519676172487753;1;1;0
20815;48.23710520503678;-2.851968614515111;0;1;0
20801;48.237132790202146;-2.8519581745211835;1;1;0
20810;48.379731166039974;-2.867322415437358;1;1;0
20801;48.12726011048733;-2.838734968324037;1;1;0
20801;48.51797429808735;-2.8816581932522976;1;1;0
20810;48.51802812315365;-2.881664239354773;1;1;0
20801;47.64867677261293;-2.7835525837152;1;1;1
20810;47.667592086633434;-2.784124223234019;0;1;0
20801;48.555621815565424;-2.8810255882652913;1;1;0
20801;47.81213938847758;-2.796548248087966;1;1;0
20801;48.58443014398275;-2.881994991819318;1;0;0
20815;47.90193988315194;-2.8058323322315357;0;1;1
20820;47.81253908280294;-2.7959488141686983;1;1;1
20810;47.81253908280294;-2.7959488141686983;0;0;1
20820;47.902053537165266;-2.8057240019380494;1;1;1
20810;47.902053537165266;-2.8057240019380494;0;0;1
20810;47.62090544050184;-2.7750121105725127;1;1;0
20801;47.65874896292828;-2.7789958455980996;1;1;1
20820;47.65888887994463;-2.778904161563884;1;1;1
20815;47.65891646845158;-2.77889379695573;0;1;0
20810;47.65883830992643;-2.7788318812296593;1;0;0
20810;47.64343570136771;-2.7758521506804597;0;0;1
20820;47.6435793315248;-2.775867724575968;1;1;1
20801;47.644999791245006;-2.773791468327248;1;1;1
20815;47.646342637242356;-2.773282619604021;0;1;1
20820;47.71819182476701;-2.779262097610625;1;1;1
20810;47.71819182476701;-2.779262097610625;1;1;1
20815;47.718192482931826;-2.7792487957408407;0;1;1
20801;47.52633605463774;-2.7577332639825145;1;1;0
20810;47.52707569690604;-2.75755985135062;1;1;0
20815;47.66778411999855;-2.771679529282971;0;1;0
20801;47.66738915878322;-2.771088932516174;1;1;1
20801;48.47670776389627;-2.8593478340102654;1;1;0
20820;48.298107767242506;-2.8385960720332446;1;1;1
20810;48.298107767242506;-2.8385960720332446;1;1;1
20801;48.659266750273275;-2.8789475795526953;1;1;1
20815;48.2977827525227;-2.837505335075191;0;1;1
20801;47.75820743251054;-2.77797872554186;1;1;0
20810;47.63813649505371;-2.7647552894440643;0;1;0
20801;47.63816408260422;-2.7647449215521394;1;1;0
20810;47.68001214211154;-2.7684082738197575;1;1;1
20820;47.68060526607192;-2.7684591854122815;1;1;1
20801;47.69545564900721;-2.768184131276219;1;1;0
20820;47.659359390031774;-2.761909748039958;1;1;1
20810;47.65937734388469;-2.7619116906611105;0;0;1
20820;47.65360472258497;-2.761113516377112;1;0;0
20810;47.6534799098571;-2.760899660954046;1;1;0
20801;48.35728115715701;-2.838052791140536;1;1;0
20810;47.66217525461537;-2.7613594593995296;1;1;1
20820;47.66219517689477;-2.7613215375583375;1;1;1
20801;47.66223174071184;-2.7613121344764324;1;1;1
20801;47.655787372052025;-2.7602276009185096;1;1;1
20801;47.87264803368284;-2.7835663946454425;1;1;1
20801;47.67846751911373;-2.7609445667148886;1;1;0
20820;47.88137685798947;-2.782050230705264;1;1;1
20815;47.88137685798947;-2.782050230705264;0;1;1
20810;47.88137685798947;-2.782050230705264;1;1;1
20801;47.645344119436096;-2.7547712964612683;1;1;1
20801;47.65753740766631;-2.75128010048005;1;0;0
20801;48.39692807396913;-2.8320586319553;1;0;0
20820;47.655905746095065;-2.7508768158980983;1;0;0
20801;47.73527820331585;-2.7587385081730442;1;1;0
20801;48.33045623530214;-2.8223959354765;1;1;1
20810;47.66693809052828;-2.7493295652933467;1;1;0
20820;47.66702496606486;-2.7490316619683175;1;1;0
20801;47.66683420854556;-2.7486904221410615;1;1;1
20815;47.64159610237906;-2.745673061959397;0;1;1
20801;47.66029194611914;-2.743362137083998;1;1;1
20820;48.40931036637373;-2.8237060372086344;1;1;0
20810;48.40891917049431;-2.823039341365933;1;0;0
20815;48.408886903749305;-2.8227783186647653;0;1;1
20810;48.63545098078433;-2.8468180388432076;1;1;0
20820;48.63554866862882;-2.8466656694312413;1;1;1
20801;48.63554866862882;-2.8466656694312413;1;1;0
20801;48.42602896898644;-2.8232849702449934;1;1;1
20810;47.610469012424716;-2.7337630339352015;1;1;0
20820;47.61047227755656;-2.733696655969215;1;1;1
20801;48.13489797659902;-2.7904079264626525;1;1;0
20801;47.61048664368833;-2.7334045928224344;1;1;0
20815;47.61074960010146;-2.731911445143609;0;1;1
20820;48.03118175258083;-2.7769898825189046;1;1;1
20810;48.03118175258083;-2.7769898825189046;1;1;1
20820;47.64244427884246;-2.7335724283587948;1;1;1
20801;48.206840403707716;-2.7941167074057622;1;1;0
20801;47.64221626044643;-2.7325196462684636;1;1;0
20801;47.67931916628939;-2.735406027514434;1;1;1
20801;47.665447443597394;-2.733404180755084;1;1;0
20820;47.51594766385662;-2.7172857235786076;1;1;1
20820;48.59737381114704;-2.8353523021422915;1;1;1
20801;47.54598570939663;-2.7196238084851228;1;1;0
20810;48.59739537757723;-2.8343620183338643;1;1;0
20801;48.59789341252695;-2.8343224082462264;1;1;1
20810;47.6787675170707;-2.732674005204094;1;1;1
20820;47.67881501397688;-2.7326256684395505;1;1;1
20815;47.67888486989886;-2.73193831820701;0;1;1
20801;48.62704500096683;-2.8357951209958223;1;1;1
20801;48.61744054287137;-2.8330085188613223;1;1;0
20820;48.065751655136296;-2.7693951958850342;1;1;1
20810;48.065751655136296;-2.7693951958850342;1;1;1
20810;48.43285782686808;-2.8089556398197435;0;1;0
20801;47.6934682326582;-2.7280822089522796;1;1;0
20820;48.43289201648515;-2.8088103146218324;1;1;1
20810;47.523391260559166;-2.7086894578253062;1;1;0
20820;47.55388060505317;-2.711391285518989;1;1;0
20815;48.6504334499099;-2.831180484633961;0;1;0
20801;48.650461688098815;-2.8311564130680207;1;1;1
20815;47.55443618733227;-2.711104129992916;0;1;1
20810;48.56267190459257;-2.8203247179982154;1;1;0
20820;48.56277257340189;-2.8202951495885804;1;1;1
20801;48.26230377174263;-2.786467972964832;1;1;0
20820;48.6555046806617;-2.827635478686101;1;1;0
20801;48.570682192114646;-2.8181035898724414;1;1;1
20810;47.91364903960928;-2.7447271246153044;1;0;0
20801;47.91394654866978;-2.7447325329996266;1;1;0
20801;48.50158303718127;-2.809003064697978;1;1;0
20820;48.15634211458967;-2.768571524732641;1;1;1
20815;48.15634211458967;-2.768571524732641;0;1;1
20810;48.15632745007214;-2.768502500100478;1;1;1
20801;47.98191903204956;-2.748415179523047;1;1;0
20810;48.52534920504416;-2.807756213808441;0;1;0
20801;48.52531860771313;-2.807644183903946;1;1;0
20810;48.46954119030175;-2.8001886303635155;1;1;0
20815;48.46955913404557;-2.80019061603117;0;1;0
20801;48.49448288436275;-2.8023936086748367;1;1;0
20815;48.495069279997935;-2.8011013999839536;0;1;1
20820;48.24091521258941;-2.772056592347433;1;1;1
20810;48.24091521258941;-2.772056592347433;1;1;1
20810;47.65632826886562;-2.708646710649991;1;1;1
20815;47.65634947440634;-2.7085821986561944;0;1;0
20801;47.656244346410965;-2.7085175021324117;1;1;1
20820;47.656209737164296;-2.7084870784925092;1;1;1
20810;47.84043275539034;-2.7259038622886043;1;1;1
20820;47.84056935643136;-2.7258783909664386;1;1;1
20815;47.84056298830102;-2.725824089843903;0;1;1
20801;48.18376514612597;-2.7625740100922673;1;1;1
20820;48.479561007682406;-2.7943239449589887;1;1;1
20801;48.47958158955373;-2.7942719508081826;1;1;0
20810;47.51684728713028;-2.6886196206329327;0;1;0
20815;47.516856265305584;-2.688620577055103;0;1;1
20801;47.51660756060319;-2.6883542896916786;1;1;0
20820;48.51746818938703;-2.795898034021887;1;1;1
20815;48.51746818938703;-2.795898034021887;0;1;1
20801;48.516848755240446;-2.795652970876835;0;1;1
20815;48.068889746652886;-2.745843342558996;0;1;1
20801;48.068917325568826;-2.7458328804381797;1;1;0
20801;48.465278496067064;-2.7888523702786303;0;1;1
20801;48.20384823978527;-2.759061509714107;1;1;1
20801;48.17870574650531;-2.7560719882064397;1;1;1
20810;48.191316987879986;-2.7573953471316064;1;0;0
20801;48.548548626250984;-2.796500878157894;1;1;1
20820;48.54808502026787;-2.7962049938436593;1;1;1
20815;48.24009266764115;-2.762120892902352;0;1;1
20815;48.54832843535528;-2.7958379805739746;0;1;1
20810;48.54819452478329;-2.795809564707613;1;1;0
20820;48.17083193256632;-2.7536208501853103;1;1;1
20801;48.1709275703263;-2.753509897564994;1;1;1
20801;47.6431574872779;-2.690075924653561;1;1;0
20801;48.57618907889725;-2.7906881874427825;0;1;0
20801;48.51746377315323;-2.7813835183921007;1;1;0
20815;48.51744648782515;-2.7813680328930097;0;1;0
20810;48.503192462888116;-2.778641013907006;1;1;0
20801;48.50358135464584;-2.778249566089785;1;1;1
20820;47.790063522939946;-2.697964736369834;1;1;1
20810;47.79009110228198;-2.6979543042570335;1;1;1
20801;48.34701555044639;-2.7557798085125818;1;1;1
20801;48.51265496878533;-2.771403894369657;1;1;1
20801;47.604459430883075;-2.6728820297021034;1;1;0
20810;48.35233391498665;-2.752153340786418;1;1;0
20820;48.35240785816393;-2.7519313559095857;1;1;0
20801;48.352524508097936;-2.7519441270919227;0;0;0
20815;48.352438051322174;-2.7518669907197113;0;1;1
20801;48.493001735114774;-2.767298266288579;1;1;0
20820;48.511646022508785;-2.7687812468040165;1;0;0
20815;48.49867026323607;-2.7672165911787387;0;1;0
20801;48.498698491971076;-2.767192554815293;1;1;0
20820;47.53233873558518;-2.661313773030518;1;1;1
20810;47.53233873558518;-2.661313773030518;0;0;1
20820;48.514592947249284;-2.7666078531339573;1;1;1
20801;48.51490280142357;-2.7663568718468743;1;1;1
20820;47.73893401941363;-2.68166326707527;1;1;1
20815;47.7389346664755;-2.6816499588297624;0;1;0
20810;47.73907773623137;-2.6814913397336992;1;1;1
20801;47.73913305567612;-2.6810959276657784;1;1;0
20810;48.52639346714062;-2.766183016005578;1;1;1
20815;48.52638777698469;-2.7661144931945922;0;1;1
20801;48.52640637680896;-2.7661029624081332;1;1;1
20820;48.50527287193574;-2.7635049669791947;1;1;1
20815;47.6330135508614;-2.6684056862623016;0;1;1
20820;47.634512261179864;-2.668391567110641;1;1;1
20810;47.634512261179864;-2.668391567110641;0;0;1
20801;47.68172170948613;-2.672576722018292;1;1;0
20801;48.50686623443039;-2.7605989739461436;1;1;1
20810;47.63463102412506;-2.6659476059515157;1;1;0
20810;48.507140397342084;-2.760154031606418;1;1;0
20801;47.634370890505096;-2.6651722880840945;1;1;0
20810;48.5136697109128;-2.759989760660313;0;1;0
20820;48.44328480696489;-2.7511065391428335;1;1;1
20810;48.44328480696489;-2.7511065391428335;1;1;0
20815;48.44328546161726;-2.7510930533772884;0;1;1
20801;48.23208927307678;-2.7265689899577;1;1;0
20801;48.452397128685305;-2.7493940278783326;1;1;0
20801;48.51890965120193;-2.7566559137145217;0;1;1
20810;48.452517886448014;-2.7491360707575048;1;1;0
20815;48.538042152619894;-2.756247331660729;0;1;1
20820;48.53805702100888;-2.75612672761041;1;1;1
20801;48.537772745922496;-2.7558509902127337;1;1;1
20810;47.69936311826054;-2.6649664918521965;0;1;0
20815;48.066388856363965;-2.7008281459980106;0;1;1
20820;48.066625459237706;-2.700786373066813;1;1;1
20810;48.066625459237706;-2.700786373066813;1;1;1
20801;47.700460064934376;-2.661327001974439;1;1;1
20810;47.7003786711332;-2.6611445655361825;1;1;1
20820;47.70027222987982;-2.6611065068251523;1;1;1
20815;47.924157032214154;-2.6844495178141585;0;1;1
20820;47.924995961381136;-2.683895160717035;1;1;1
20810;47.924995961381136;-2.683895160717035;1;1;1
20801;48.0546559552938;-2.6977457227173307;1;1;1
20801;48.501985585141306;-2.7462994639639007;1;1;1
20801;48.513629525019056;-2.7474277553613624;1;1;0
20815;48.48111263233296;-2.7411072591228267;0;1;1
20801;48.48113188389065;-2.7410822338087817;1;1;1
20810;48.39387946478427;-2.730848818245071;1;1;0
20815;48.3938890901279;-2.730836324469566;0;1;0
20801;48.39395842458086;-2.73070844780714;1;1;0
20801;48.49801937436469;-2.7410329164379186;1;1;0
20810;48.50344010913853;-2.7371208170883965;1;1;0
20820;48.50343179001283;-2.73710633299984;1;1;1
20815;48.50321631460357;-2.7365262454898143;0;1;1
20820;48.52135719138167;-2.7349834804717426;1;1;1
20801;48.507740801858795;-2.7334246745921105;1;1;0
20801;48.52134251117029;-2.7349139849799764;1;0;0
20810;48.493379033927376;-2.730116008111252;1;1;0
20801;48.49335031934922;-2.729963595091618;1;1;1
20810;48.5337500155115;-2.7342361144835703;1;1;0
20820;47.98323100821892;-2.674520065031266;1;1;1
20810;47.98323100821892;-2.674520065031266;1;1;1
20810;48.288337407054435;-2.7062387426355197;1;1;1
20801;48.2881650754504;-2.706071361439582;1;1;0
20820;48.28809718209977;-2.7059828946962585;1;1;1
20801;47.58413057748931;-2.630398149776214;1;1;0
20801;48.53992221978454;-2.730253550754025;1;1;0
20801;47.91312522661117;-2.6616312491561844;1;1;0
20815;48.49393492688891;-2.7227131243969587;0;1;0
20820;48.48721527247773;-2.7202831656011237;1;1;1
20801;48.4956008148851;-2.7165983001978726;1;1;1
20820;47.57996515504212;-2.6174217757333995;1;1;1
20810;47.57996515504212;-2.6174217757333995;0;0;1
20815;47.57996579485361;-2.6174085063127484;0;1;1
20801;48.459740595626016;-2.709257077714085;1;1;0
20801;47.83956622757377;-2.6411453166871395;1;1;1
20810;47.84374141000936;-2.638761065565294;1;1;1
20815;47.84376898322312;-2.638750592205601;0;1;1
20820;47.84370678620883;-2.638730580043723;1;1;1
20820;48.09050185499537;-2.663907520419269;1;1;1
20810;48.09050185499537;-2.663907520419269;1;1;1
20801;48.48356497056952;-2.704689121854152;1;1;1
20810;47.68904631814017;-2.6140193988648908;1;1;1
20820;47.688915484454114;-2.6139254152034974;1;1;1
20801;48.178886689596645;-2.664824019859188;1;1;1
20820;48.178775175597856;-2.664704128931436;1;1;1
20810;48.178775175597856;-2.664704128931436;1;1;1
20820;47.93310279873559;-2.638189915747454;1;1;0
20810;47.93310279873559;-2.638189915747454;1;1;0
20820;48.37443884736219;-2.6736092459207987;1;1;0
20801;47.599827410399264;-2.588695298010209;1;1;1
20820;47.59975876411092;-2.588621395731854;1;1;1
20810;47.59975876411092;-2.588621395731854;1;1;1
20820;47.52760581144634;-2.5799232264256218;1;1;0
20801;47.527476210717;-2.579803096207454;1;1;1
20810;47.527497346482086;-2.579738688640606;1;1;0
20815;47.527497982025146;-2.5797254317885643;0;1;0
20801;47.52129191178083;-2.5770387365612093;1;1;0
20820;48.48454900621911;-2.6779869282481044;1;1;1
20810;48.3374323563266;-2.656220257627473;1;1;0
20801;48.483661673282626;-2.6718398865448547;1;1;0
20801;48.000048094664834;-2.619930968235798;1;0;0
20801;47.71947435514942;-2.5895381593916045;1;1;1
20820;47.71995776474514;-2.5892412948228554;1;1;1
20820;48.41805466933275;-2.6633388677533074;1;1;1
20815;48.41804634066557;-2.6633244188791;0;1;1
20801;48.41813671893973;-2.663320623467365;1;1;0
20810;48.418057248089355;-2.6632849462430515;1;0;0
20810;47.71973961242079;-2.588897458956012;1;1;1
20815;47.71966001603533;-2.5886751535694885;0;1;1
20801;47.37763224508221;-2.5467572841073265;1;1;1
20810;47.372329092187634;-2.542913499380219;1;1;0
20801;47.37338360239983;-2.5421857203766702;1;1;1
20810;47.797860902491735;-2.5858688504754563;1;1;0
20820;47.79800885449896;-2.5854157222181087;1;1;0
20815;47.79801783218938;-2.585416666280304;0;1;0
20801;47.798044765260315;-2.5854194984688053;1;1;0
20820;48.51735799769167;-2.6614385420524265;1;1;0
20810;48.483682421242975;-2.657624004404916;0;1;0
20815;48.48360746070756;-2.6574938102914167;0;1;1
20801;48.48364399650973;-2.6574841878421833;0;1;0
20815;47.66754492230112;-2.5697270141602235;0;1;0
20810;47.66754492230112;-2.5697270141602235;1;1;1
20820;47.667468556653034;-2.5696255198547835;1;1;1
20801;48.369168513375094;-2.6370578755906204;1;1;0
20820;48.279233133459634;-2.626381899365444;1;1;1
20810;48.279233133459634;-2.626381899365444;1;1;1
20815;48.27923377401702;-2.62636845404502;0;1;1
20820;47.378204255341366;-2.5311792700866356;1;1;1
20801;47.300852890353404;-2.5214099659118028;0;1;1
20810;47.28955005671838;-2.5178988265086657;1;1;1
20820;47.28952688676484;-2.517816861843533;1;1;1
20801;47.28965494684854;-2.517591291609826;1;1;1
20815;47.28856245362464;-2.51608626942888;0;1;1
20820;48.19109485144037;-2.601337180732472;1;1;1
20810;48.19109485144037;-2.601337180732472;1;1;0
20801;48.50038569789492;-2.6335615594524935;1;1;0
20801;47.699214321667576;-2.5485417091358884;1;1;0
20810;47.69755353834945;-2.5477938485221605;1;1;1
20820;47.698003593927936;-2.547626916162544;1;1;1
20815;47.698003593927936;-2.547626916162544;0;1;1
20810;48.49835268822636;-2.631931632955517;1;1;1
20801;47.35337260209916;-2.5100642797978043;1;1;1
20810;48.46298864155952;-2.6266273030482443;1;0;0
20820;48.17707813753276;-2.594088964238624;1;1;1
20810;48.17707813753276;-2.594088964238624;1;1;1
20810;47.38105689743477;-2.5057253635448054;1;1;0
20815;47.38170535417886;-2.5057521825803684;0;1;1
20801;47.38123359294446;-2.5054246667818445;1;1;1
20801;47.34728788294331;-2.5006089006613608;1;1;1
20820;47.96441203661465;-2.5625230536985257;1;1;1
20820;47.96441203661465;-2.5625230536985257;1;1;0
20810;47.96441203661465;-2.5625230536985257;0;0;1
20815;47.96452229418257;-2.5624809063494682;0;1;1
20820;48.09290227449215;-2.5753019687381755;1;1;1
20810;48.09290227449215;-2.5753019687381755;1;1;1
20815;48.09291188547183;-2.575289517770184;0;1;0
20815;47.28167436531068;-2.486110147161461;0;1;1
20820;47.28176417277527;-2.4861193311045375;1;1;1
20801;47.28165742231683;-2.485896235264434;1;1;1
20810;47.28156215182591;-2.485621269521944;1;1;1
20801;47.940987895678795;-2.550409284998541;1;1;1
20810;47.6516357849031;-2.5198160643294703;1;1;1
20820;47.65146707123394;-2.5197585210747455;1;1;1
20801;47.758494108248996;-2.530644132505892;1;1;0
20820;47.349262447280395;-2.487307890037137;1;1;1
20810;47.34934452179137;-2.4872897399455556;1;1;1
20815;47.34916741243424;-2.4872184895092606;0;1;1
20815;47.94924381085641;-2.547715887235063;0;1;1
20815;48.32221844784352;-2.583875936905447;0;1;1
20810;48.32229024500237;-2.583883562479044;0;0;1
20820;48.32225498213028;-2.583866292870439;1;1;1
20820;47.85216115630426;-2.5320293621087178;1;1;0
20815;47.85216115630426;-2.5320293621087178;0;1;0
20810;47.85216115630426;-2.5320293621087178;1;1;0
20801;47.85218808981851;-2.5320321701283595;1;1;0
20801;47.754106227648876;-2.5215446045942733;0;0;1
20801;47.399189976310446;-2.4844785214531524;1;1;1
20820;47.399155304565326;-2.4844483884537896;1;1;1
20810;47.399162801395846;-2.4842896735956277;0;1;0
20815;47.39916842387657;-2.4841706374228765;0;1;1
20820;47.55641792981573;-2.498756893135227;1;1;1
20810;47.55641792981573;-2.498756893135227;1;1;0
20801;47.55646533278014;-2.498708459358463;1;1;0
20820;47.8293466775215;-2.519361977267978;1;1;1
20810;47.8293466775215;-2.519361977267978;1;1;1
20801;47.82938321833083;-2.519352378302919;1;1;0
20820;48.475551491731466;-2.5833365100628245;1;1;1
20801;48.18291147183199;-2.552178647646836;1;1;1
20810;48.4754949561256;-2.583004956572075;1;1;1
20815;48.47557055820648;-2.5829316264745006;0;1;1
20801;48.47552823223395;-2.5828728629338875;1;1;1
20801;47.34429857308817;-2.464959607905139;1;1;1
20820;47.9546964217578;-2.526033525061632;1;1;1
20810;47.95521568106237;-2.5259265506663073;1;1;1
20801;47.48375555409276;-2.472870768525514;1;1;0
20820;47.483684337065405;-2.472850164168005;1;1;1
20810;47.48362272348521;-2.472817232252076;1;1;1
20815;47.483844478710104;-2.4727068304244852;0;1;1
20815;47.2719371187517;-2.4449941685863266;0;1;1
20801;48.54333997102301;-2.576102885639274;1;1;0
20810;48.54360146283441;-2.576103578997503;1;1;0
20801;47.264411389451205;-2.4413407000291487;1;1;1
20810;47.264377324425915;-2.4412974768490354;1;1;1
